CPUID:,0x20652,,,,,,,,,,,,
Processor:,Mobile Intel Core i5 520M (Arrandale),,,,,,,,,,,,
Platform:,LGA 1156 (Socket H),,,,,,,,,,,,
Revision:,C2,,,,,,,,,,,,
Lithography:,32nm,,,,,,,,,,,,
,,,,,,,,,,,,,
Session start:,19:18:59 - July 16 - 2011,,,,,,,,,,,,
,,,,,,,,,,,,,
Time,Core 0 Temp. (°),Core 1 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz)
1:27:02,89,90,,,43,92,73,2593.27,,40,94,78,2593.27
1:27:03,89,89,,,43,92,78,2593.27,,40,94,72,2659.76
1:27:04,88,91,,,43,92,73,2659.76,,40,94,76,2659.76
1:27:05,89,91,,,43,92,78,2659.76,,40,94,72,2659.76
1:27:06,89,90,,,43,92,73,2659.76,,40,94,78,2659.76
1:27:07,88,92,,,43,92,74,2659.76,,40,94,75,2659.76
1:27:08,89,89,,,43,92,79,2659.76,,40,94,72,2659.76
1:27:09,89,90,,,43,92,81,2659.76,,40,94,71,2659.76
1:27:10,88,91,,,43,92,80,2593.27,,40,94,70,2659.76
1:27:11,89,90,,,43,92,77,2659.76,,40,94,74,2659.76
1:27:12,88,90,,,43,92,76,2659.76,,40,94,73,2659.76
1:27:13,88,90,,,43,92,79,2659.76,,40,94,70,2659.76
1:27:14,88,90,,,43,92,70,2593.27,,40,94,80,2659.76
1:27:15,89,90,,,43,92,80,2593.27,,40,94,72,2593.27
1:27:16,87,92,,,43,92,72,2659.76,,40,94,78,2659.76
1:27:17,89,88,,,43,92,70,2659.76,,40,94,82,2659.76
1:27:18,89,91,,,43,92,81,2659.76,,40,94,70,2659.76
1:27:19,88,90,,,43,92,78,2593.27,,40,94,71,2593.27
1:27:20,88,91,,,43,92,77,2659.76,,40,94,74,2659.76
1:27:21,90,91,,,43,92,80,2659.76,,40,94,69,2659.76
1:27:22,88,91,,,43,92,80,2659.76,,40,94,71,2659.76
1:27:23,88,90,,,43,92,75,2593.27,,40,94,75,2593.27
1:27:24,87,91,,,43,92,75,2659.76,,40,94,74,2659.76
1:27:25,87,91,,,43,92,71,2659.76,,40,94,80,2659.76
1:27:26,88,91,,,43,92,81,2659.76,,40,94,70,2659.76
1:27:27,87,90,,,43,92,75,2659.76,,40,94,76,2659.76
1:27:28,87,91,,,43,92,76,2659.76,,40,94,74,2659.76
1:27:29,89,89,,,43,92,80,2659.76,,40,94,70,2659.76
1:27:30,89,89,,,43,92,76,2659.76,,40,94,73,2659.76
1:27:31,89,89,,,43,92,79,2659.76,,40,94,70,2659.76
1:27:32,90,89,,,43,92,79,2593.27,,40,94,71,2659.76
1:27:33,87,90,,,43,92,80,2659.76,,40,94,70,2659.76
1:27:34,89,91,,,43,92,77,2659.76,,40,94,74,2659.76
1:27:35,89,89,,,43,92,81,2659.76,,40,94,69,2659.76
1:27:37,89,91,,,43,92,76,2659.76,,40,94,74,2593.27
1:27:38,88,89,,,43,92,79,2659.76,,40,94,70,2659.76
1:27:39,88,90,,,43,92,80,2659.76,,40,94,71,2659.76
1:27:40,88,85,,,43,92,82,2659.76,,40,94,68,2593.27
1:27:41,87,88,,,43,92,78,2659.76,,40,94,70,2593.27
1:27:42,87,90,,,43,92,77,2593.27,,40,94,75,2659.76
1:27:43,86,88,,,43,92,75,2659.76,,40,94,72,2659.76
1:27:44,88,88,,,43,92,79,2659.76,,40,94,71,2659.76
1:27:45,87,90,,,43,92,71,2659.76,,40,94,80,2659.76
1:27:46,87,87,,,43,92,80,2659.76,,40,94,69,2659.76
1:27:47,87,89,,,43,92,81,2659.76,,40,94,69,2659.76
1:27:48,88,89,,,43,92,82,2659.76,,40,94,71,2659.76
1:27:49,87,89,,,43,92,83,2659.76,,40,94,66,2593.27
1:27:50,89,89,,,43,92,79,2593.27,,40,94,70,2593.27
1:27:51,88,90,,,43,92,74,2593.27,,40,94,79,2659.76
1:27:52,89,90,,,43,92,78,2659.76,,40,94,72,2659.76
1:27:53,88,91,,,43,92,73,2659.76,,40,94,77,2659.76
1:27:54,89,89,,,43,92,78,2659.76,,40,94,73,2659.76
1:27:55,89,89,,,43,92,81,2659.76,,40,94,71,2659.76
1:27:56,88,90,,,43,92,81,2659.76,,40,94,68,2659.76
1:27:57,89,89,,,43,92,76,2659.76,,40,94,76,2659.76
1:27:58,89,90,,,43,92,80,2659.76,,40,94,70,2659.76
1:27:59,87,89,,,43,92,73,2593.27,,40,94,77,2659.76
1:28:00,88,90,,,43,92,79,2593.27,,40,94,72,2659.76
1:28:01,89,90,,,43,92,80,2659.76,,40,94,71,2659.76
1:28:02,89,90,,,43,92,77,2659.76,,40,94,73,2659.76
1:28:03,89,90,,,43,92,80,2659.76,,40,94,71,2659.76
1:28:04,89,91,,,43,92,74,2659.76,,40,94,76,2659.76
1:28:05,89,90,,,43,92,77,2659.76,,40,94,74,2659.76
1:28:06,88,90,,,43,92,79,2659.76,,40,94,72,2659.76
1:28:07,88,91,,,43,92,81,2659.76,,40,94,72,2659.76
1:28:08,88,90,,,43,92,73,2659.76,,40,94,76,2659.76
1:28:09,88,89,,,43,92,76,2659.76,,40,94,75,2659.76
1:28:10,89,92,,,43,92,75,2659.76,,40,94,77,2659.76
1:28:11,88,90,,,43,92,78,2659.76,,40,94,73,2659.76
1:28:12,89,90,,,43,92,77,2659.76,,40,94,74,2659.76
1:28:13,88,91,,,43,92,79,2659.76,,40,94,71,2659.76
1:28:14,88,91,,,43,92,81,2659.76,,40,94,70,2659.76
1:28:15,88,90,,,43,92,80,2659.76,,40,94,70,2659.76
1:28:16,89,89,,,43,92,73,2659.76,,40,94,79,2593.27
1:28:17,88,91,,,43,92,76,2593.27,,40,94,73,2593.27
1:28:18,88,89,,,43,92,80,2593.27,,40,94,71,2659.76
1:28:19,88,91,,,43,92,80,2659.76,,40,94,70,2659.76
1:28:20,88,91,,,43,92,74,2659.76,,40,94,75,2659.76
1:28:21,88,89,,,43,92,78,2659.76,,40,94,73,2659.76
1:28:22,88,89,,,43,92,79,2593.27,,40,94,71,2659.76
1:28:23,89,90,,,43,92,78,2659.76,,40,94,71,2659.76
1:28:24,88,91,,,43,92,73,2659.76,,40,94,79,2593.27
1:28:25,88,89,,,43,92,79,2659.76,,40,94,73,2659.76
1:28:26,89,90,,,43,92,80,2659.76,,40,94,72,2659.76
1:28:27,89,90,,,43,92,77,2659.76,,40,94,73,2659.76
1:28:28,88,91,,,43,92,77,2659.76,,40,94,73,2659.76
1:28:29,88,90,,,43,92,74,2659.76,,40,94,75,2659.76
1:28:30,88,91,,,43,92,73,2659.76,,40,94,80,2659.76
1:28:31,88,90,,,43,92,79,2659.76,,40,94,70,2659.76
1:28:32,88,91,,,43,92,75,2659.76,,40,94,75,2659.76
1:28:33,88,91,,,43,92,78,2659.76,,40,94,72,2659.76
1:28:34,89,91,,,43,92,78,2659.76,,40,94,72,2659.76
1:28:35,89,90,,,43,92,78,2659.76,,40,94,71,2659.76
1:28:36,89,91,,,43,92,75,2659.76,,40,94,77,2659.76
1:28:37,88,87,,,43,92,81,2659.76,,40,94,67,2659.76
1:28:38,88,89,,,43,92,73,2659.76,,40,94,75,2659.76
1:28:39,88,90,,,43,92,79,2659.76,,40,94,71,2659.76
1:28:40,88,91,,,43,92,80,2659.76,,40,94,70,2659.76
1:28:41,88,90,,,43,92,77,2659.76,,40,94,72,2659.76
1:28:42,89,91,,,43,92,79,2659.76,,40,94,73,2659.76
1:28:43,88,88,,,43,92,80,2659.76,,40,94,68,2659.76
1:28:44,89,89,,,43,92,76,2659.76,,40,94,76,2659.76
1:28:45,89,90,,,43,92,82,2659.76,,40,94,69,2659.76
1:28:46,89,91,,,43,92,77,2659.76,,40,94,73,2659.76
1:28:47,89,89,,,43,92,77,2659.76,,40,94,73,2659.76
1:28:48,88,90,,,43,92,76,2659.76,,40,94,73,2659.76
1:28:50,88,90,,,43,92,80,2593.27,,40,94,71,2593.27
1:28:51,87,88,,,43,92,76,2659.76,,40,94,76,2659.76
1:28:52,88,91,,,43,92,78,2659.76,,40,94,73,2659.76
1:28:53,89,88,,,43,92,75,2659.76,,40,94,76,2659.76
1:28:54,88,87,,,43,92,79,2659.76,,40,94,69,2659.76
1:28:55,88,89,,,43,92,77,2659.76,,40,94,76,2659.76
1:28:56,88,86,,,43,92,72,2659.76,,40,94,78,2659.76
1:28:57,88,88,,,43,92,79,2659.76,,40,94,72,2659.76
1:28:58,87,87,,,43,92,76,2593.27,,40,94,74,2659.76
1:28:59,87,88,,,43,92,81,2659.76,,40,94,70,2659.76
1:29:00,85,88,,,43,92,81,2659.76,,40,94,68,2659.76
1:29:01,87,89,,,43,92,75,2659.76,,40,94,76,2659.76
1:29:02,87,89,,,43,92,79,2659.76,,40,94,71,2593.27
1:29:03,87,89,,,43,92,72,2593.27,,40,94,78,2593.27
1:29:04,89,90,,,43,92,80,2659.76,,40,94,69,2593.27
1:29:05,88,90,,,43,92,80,2659.76,,40,94,71,2659.76
1:29:06,89,88,,,43,92,82,2659.76,,40,94,67,2659.76
1:29:07,89,90,,,43,92,80,2659.76,,40,94,70,2659.76
1:29:08,88,90,,,43,92,78,2659.76,,40,94,72,2659.76
1:29:09,89,88,,,43,92,78,2659.76,,40,94,73,2593.27
1:29:10,88,90,,,43,92,76,2659.76,,40,94,75,2659.76
1:29:11,89,90,,,43,92,81,2659.76,,40,94,69,2659.76
1:29:12,88,90,,,43,92,75,2659.76,,40,94,75,2659.76
1:29:13,88,89,,,43,92,76,2659.76,,40,94,74,2659.76
1:29:14,89,90,,,43,92,79,2659.76,,40,94,74,2659.76
1:29:15,89,89,,,43,92,79,2659.76,,40,94,73,2659.76
1:29:16,88,89,,,43,92,82,2659.76,,40,94,67,2659.76
1:29:17,89,89,,,43,92,81,2659.76,,40,94,71,2659.76
1:29:18,89,91,,,43,92,76,2659.76,,40,94,73,2659.76
1:29:19,88,89,,,43,92,77,2659.76,,40,94,75,2659.76
1:29:20,88,90,,,43,92,76,2659.76,,40,94,72,2659.76
1:29:21,88,89,,,43,92,80,2659.76,,40,94,72,2659.76
1:29:22,88,89,,,43,92,79,2659.76,,40,94,69,2659.76
1:29:23,89,88,,,43,92,80,2659.76,,40,94,72,2659.76
1:29:24,89,88,,,43,92,78,2659.76,,40,94,73,2659.76
1:29:25,89,90,,,43,92,73,2659.76,,40,94,76,2659.76
1:29:26,88,89,,,43,92,79,2659.76,,40,94,71,2659.76
1:29:27,89,89,,,43,92,78,2659.76,,40,94,73,2659.76
1:29:28,88,89,,,43,92,72,2593.27,,40,94,79,2659.76
1:29:29,89,90,,,43,92,76,2659.76,,40,94,75,2659.76
1:29:30,88,91,,,43,92,80,2659.76,,40,94,70,2659.76
1:29:31,89,90,,,43,92,81,2659.76,,40,94,71,2659.76
1:29:32,89,90,,,43,92,77,2659.76,,40,94,72,2659.76
1:29:33,89,90,,,43,92,79,2659.76,,40,94,72,2659.76
1:29:34,88,91,,,43,92,78,2659.76,,40,94,74,2659.76
1:29:35,87,91,,,43,92,76,2659.76,,40,94,73,2659.76
1:29:36,89,90,,,43,92,76,2659.76,,40,94,75,2659.76
1:29:37,87,90,,,43,92,80,2659.76,,40,94,70,2659.76
1:29:38,87,91,,,43,92,72,2659.76,,40,94,79,2659.76
1:29:39,88,90,,,43,92,77,2659.76,,40,94,74,2659.76
1:29:40,88,88,,,43,92,80,2659.76,,40,94,72,2659.76
1:29:41,88,91,,,43,92,75,2593.27,,40,94,76,2593.27
1:29:42,88,91,,,43,92,73,2593.27,,40,94,79,2659.76
1:29:43,89,90,,,43,92,80,2659.76,,40,94,71,2659.76
1:29:44,89,90,,,43,92,79,2659.76,,40,94,71,2659.76
1:29:45,88,90,,,43,92,75,2659.76,,40,94,76,2659.76
1:29:46,87,90,,,43,92,77,2593.27,,40,94,74,2593.27
1:29:47,88,91,,,43,92,77,2593.27,,40,94,73,2593.27
1:29:48,89,90,,,43,92,78,2659.76,,40,94,73,2659.76
1:29:49,88,89,,,43,92,78,2659.76,,40,94,71,2659.76
1:29:50,89,89,,,43,92,79,2659.76,,40,94,72,2659.76
1:29:51,88,90,,,43,92,74,2659.76,,40,94,75,2659.76
1:29:52,88,89,,,43,92,81,2659.76,,40,94,70,2659.76
1:29:53,88,90,,,43,92,77,2659.76,,40,94,73,2659.76
1:29:54,87,89,,,43,92,77,2659.76,,40,94,72,2659.76
1:29:55,87,89,,,43,92,77,2659.76,,40,94,72,2659.76
1:29:56,88,90,,,43,92,74,2659.76,,40,94,77,2659.76
1:29:57,88,89,,,43,92,73,2659.76,,40,94,78,2593.27
1:29:58,89,89,,,43,92,77,2593.27,,40,94,73,2593.27
1:29:59,87,91,,,43,92,76,2659.76,,40,94,74,2593.27
1:30:00,88,90,,,43,92,77,2659.76,,40,94,73,2659.76
1:30:02,89,89,,,43,92,76,2659.76,,40,94,74,2659.76
1:30:03,87,90,,,43,92,77,2659.76,,40,94,75,2659.76
1:30:04,88,89,,,43,92,78,2593.27,,40,94,72,2593.27
1:30:05,88,88,,,43,92,81,2659.76,,40,94,68,2659.76
1:30:06,87,88,,,43,92,77,2659.76,,40,94,71,2659.76
1:30:07,87,88,,,43,92,80,2659.76,,40,94,71,2659.76
1:30:08,87,88,,,43,92,78,2659.76,,40,94,72,2593.27
1:30:09,88,87,,,43,92,80,2659.76,,40,94,69,2659.76
1:30:10,87,88,,,43,92,79,2659.76,,40,94,70,2659.76
1:30:11,87,87,,,43,92,82,2659.76,,40,94,69,2659.76
1:30:12,87,88,,,43,92,76,2659.76,,40,94,74,2659.76
1:30:13,89,88,,,43,92,77,2659.76,,40,94,73,2659.76
1:30:14,87,90,,,43,92,79,2659.76,,40,94,71,2659.76
1:30:15,87,90,,,43,92,78,2659.76,,40,94,72,2593.27
1:30:16,88,90,,,43,92,77,2659.76,,40,94,74,2593.27
1:30:17,88,89,,,43,92,83,2593.27,,40,94,68,2659.76
1:30:18,88,90,,,43,92,75,2659.76,,40,94,74,2659.76
1:30:19,88,90,,,43,92,76,2659.76,,40,94,75,2593.27
1:30:20,88,90,,,43,92,78,2593.27,,40,94,73,2593.27
1:30:21,87,90,,,43,92,75,2593.27,,40,94,75,2659.76
1:30:22,89,91,,,43,92,77,2659.76,,40,94,73,2593.27
1:30:23,89,88,,,43,92,76,2659.76,,40,94,74,2593.27
1:30:24,88,91,,,43,92,80,2593.27,,40,94,69,2593.27
1:30:25,88,90,,,43,92,76,2593.27,,40,94,74,2659.76
1:30:26,89,90,,,43,92,79,2659.76,,40,94,71,2659.76
1:30:27,89,91,,,43,92,79,2659.76,,40,94,72,2659.76
1:30:28,88,90,,,43,92,75,2659.76,,40,94,75,2659.76
1:30:29,89,91,,,43,92,77,2659.76,,40,94,76,2659.76
1:30:30,89,91,,,43,92,76,2659.76,,40,94,73,2659.76
1:30:31,88,91,,,43,92,77,2659.76,,40,94,76,2659.76
1:30:32,90,91,,,43,92,80,2659.76,,40,94,71,2659.76
1:30:33,89,91,,,43,92,75,2659.76,,40,94,75,2659.76
1:30:34,87,89,,,43,92,79,2593.27,,40,94,71,2593.27
1:30:35,89,90,,,43,92,79,2659.76,,40,94,73,2593.27
1:30:36,90,90,,,43,92,79,2659.76,,40,94,70,2659.76
1:30:37,89,90,,,43,92,80,2659.76,,40,94,72,2659.76
1:30:38,89,90,,,43,92,75,2659.76,,40,94,76,2659.76
1:30:39,88,91,,,43,92,75,2659.76,,40,94,75,2659.76
1:30:40,90,90,,,43,92,81,2659.76,,40,94,70,2659.76
1:30:41,88,90,,,43,92,81,2659.76,,40,94,70,2659.76
1:30:42,89,90,,,43,92,84,2593.27,,40,94,66,2593.27
1:30:43,89,90,,,43,92,79,2659.76,,40,94,72,2659.76
1:30:44,89,91,,,43,92,81,2659.76,,40,94,70,2659.76
1:30:45,87,90,,,43,92,80,2659.76,,40,94,70,2659.76
1:30:46,88,91,,,43,92,74,2659.76,,40,94,77,2659.76
1:30:47,88,91,,,43,92,73,2659.76,,40,94,77,2659.76
1:30:48,90,90,,,43,92,76,2659.76,,40,94,75,2659.76
1:30:49,89,90,,,43,92,71,2659.76,,40,94,80,2659.76
1:30:50,88,90,,,43,92,77,2659.76,,40,94,74,2659.76
1:30:51,88,91,,,43,92,74,2659.76,,40,94,74,2659.76
1:30:52,89,90,,,43,92,79,2659.76,,40,94,71,2659.76
1:30:53,90,89,,,43,92,81,2659.76,,40,94,69,2659.76
1:30:54,89,90,,,43,92,78,2659.76,,40,94,72,2659.76
1:30:55,90,90,,,43,92,71,2659.76,,40,94,80,2659.76
1:30:56,89,90,,,43,92,80,2659.76,,40,94,71,2659.76
1:30:57,89,90,,,43,92,78,2659.76,,40,94,72,2659.76
1:30:58,89,91,,,43,92,74,2659.76,,40,94,77,2659.76
1:30:59,88,90,,,43,92,77,2659.76,,40,94,73,2659.76
1:31:00,88,92,,,43,92,78,2659.76,,40,94,71,2659.76
1:31:01,88,90,,,43,92,78,2659.76,,40,94,72,2659.76
1:31:02,89,90,,,43,92,77,2593.27,,40,94,72,2593.27
1:31:03,88,89,,,43,92,78,2659.76,,40,94,71,2659.76
1:31:04,88,89,,,43,92,74,2659.76,,40,94,75,2659.76
1:31:05,88,89,,,43,92,75,2659.76,,40,94,75,2659.76
1:31:06,88,90,,,43,92,80,2659.76,,40,94,72,2659.76
1:31:07,88,89,,,43,92,79,2659.76,,40,94,71,2659.76
1:31:08,89,88,,,43,92,79,2659.76,,40,94,74,2659.76
1:31:09,89,90,,,43,92,82,2659.76,,40,94,69,2659.76
1:31:10,87,90,,,43,92,76,2659.76,,40,94,74,2659.76
1:31:11,89,90,,,43,92,74,2659.76,,40,94,76,2659.76
1:31:12,88,90,,,43,92,78,2659.76,,40,94,72,2659.76
1:31:14,89,91,,,43,92,81,2659.76,,40,94,70,2659.76
1:31:15,89,90,,,43,92,74,2659.76,,40,94,77,2659.76
1:31:16,88,88,,,43,92,77,2659.76,,40,94,72,2659.76
1:31:17,89,84,,,43,92,80,2659.76,,40,94,71,2659.76
1:31:18,88,86,,,43,92,75,2593.27,,40,94,73,2593.27
1:31:19,87,89,,,43,92,74,2593.27,,40,94,78,2593.27
1:31:20,87,88,,,43,92,77,2659.76,,40,94,72,2593.27
1:31:21,88,89,,,43,92,77,2659.76,,40,94,73,2659.76
1:31:22,88,88,,,43,92,75,2593.27,,40,94,72,2659.76
1:31:23,88,89,,,43,92,83,2593.27,,40,94,69,2659.76
1:31:24,88,89,,,43,92,78,2659.76,,40,94,71,2659.76
1:31:25,87,91,,,43,92,76,2659.76,,40,94,74,2659.76
1:31:26,87,88,,,43,92,84,2659.76,,40,94,65,2659.76
1:31:27,88,88,,,43,92,79,2659.76,,40,94,73,2659.76
1:31:28,88,89,,,43,92,77,2659.76,,40,94,73,2659.76
1:31:29,87,90,,,43,92,75,2659.76,,40,94,78,2659.76
1:31:30,88,89,,,43,92,81,2659.76,,40,94,69,2659.76
1:31:31,88,88,,,43,92,75,2659.76,,40,94,75,2659.76
1:31:32,88,90,,,43,92,75,2659.76,,40,94,75,2659.76
1:31:33,88,92,,,43,92,75,2659.76,,40,94,75,2659.76
1:31:34,88,88,,,43,92,80,2659.76,,40,94,71,2659.76
1:31:35,88,89,,,43,92,82,2593.27,,40,94,69,2593.27
1:31:36,88,91,,,43,92,79,2593.27,,40,94,70,2593.27
1:31:37,89,91,,,43,92,75,2593.27,,40,94,77,2593.27
1:31:38,89,90,,,43,92,79,2659.76,,40,94,71,2659.76
1:31:39,89,90,,,43,92,82,2659.76,,40,94,70,2659.76
1:31:40,89,92,,,43,92,82,2659.76,,40,94,68,2659.76
1:31:41,88,91,,,43,92,81,2659.76,,40,94,69,2659.76
1:31:42,89,91,,,43,92,76,2659.76,,40,94,74,2659.76
1:31:43,89,91,,,43,92,77,2659.76,,40,94,75,2659.76
1:31:44,88,89,,,43,92,76,2659.76,,40,94,74,2659.76
1:31:45,88,90,,,43,92,75,2659.76,,40,94,76,2659.76
1:31:46,88,91,,,43,92,77,2659.76,,40,94,75,2659.76
1:31:47,89,91,,,43,92,75,2659.76,,40,94,75,2659.76
1:31:48,89,91,,,43,92,84,2659.76,,40,94,68,2659.76
1:31:49,89,91,,,43,92,78,2659.76,,40,94,72,2659.76
1:31:50,89,89,,,43,92,76,2659.76,,40,94,72,2659.76
1:31:51,90,90,,,43,92,76,2659.76,,40,94,75,2659.76
1:31:52,88,91,,,43,92,75,2659.76,,40,94,75,2659.76
1:31:53,87,91,,,43,92,77,2659.76,,40,94,75,2659.76
1:31:54,89,91,,,43,92,76,2659.76,,40,94,72,2659.76
1:31:55,88,90,,,43,92,80,2659.76,,40,94,71,2659.76
1:31:56,87,90,,,43,92,78,2593.27,,40,94,72,2659.76
1:31:57,89,90,,,43,92,80,2593.27,,40,94,73,2659.76
1:31:58,89,90,,,43,92,75,2659.76,,40,94,76,2659.76
1:31:59,88,90,,,43,92,80,2659.76,,40,94,71,2593.27
1:32:00,88,91,,,43,92,79,2659.76,,40,94,72,2659.76
1:32:01,90,89,,,43,92,82,2659.76,,40,94,69,2659.76
1:32:02,89,90,,,43,92,74,2659.76,,40,94,75,2659.76
1:32:03,88,91,,,43,92,77,2659.76,,40,94,74,2659.76
1:32:04,88,91,,,43,92,74,2659.76,,40,94,77,2659.76
1:32:05,88,90,,,43,92,79,2659.76,,40,94,73,2659.76
1:32:06,89,90,,,43,92,82,2659.76,,40,94,68,2659.76
1:32:07,88,91,,,43,92,72,2659.76,,40,94,79,2659.76
1:32:08,89,89,,,43,92,75,2659.76,,40,94,75,2659.76
1:32:09,89,91,,,43,92,73,2659.76,,40,94,77,2659.76
1:32:10,90,89,,,43,92,77,2659.76,,40,94,73,2659.76
1:32:11,89,90,,,43,92,77,2659.76,,40,94,73,2659.76
1:32:12,89,90,,,43,92,76,2659.76,,40,94,73,2659.76
1:32:13,88,89,,,43,92,75,2659.76,,40,94,77,2659.76
1:32:14,88,91,,,43,92,77,2659.76,,40,94,73,2659.76
1:32:15,88,90,,,43,92,77,2659.76,,40,94,70,2659.76
1:32:16,88,91,,,43,92,76,2659.76,,40,94,75,2659.76
1:32:17,88,90,,,43,92,77,2659.76,,40,94,72,2659.76
1:32:18,87,89,,,43,92,75,2659.76,,40,94,74,2659.76
1:32:19,89,89,,,43,92,79,2659.76,,40,94,71,2659.76
1:32:20,89,89,,,43,92,80,2659.76,,40,94,70,2659.76
1:32:21,89,91,,,43,92,75,2659.76,,40,94,74,2659.76
1:32:22,88,90,,,43,92,77,2659.76,,40,94,74,2659.76
1:32:23,88,91,,,43,92,77,2659.76,,40,94,73,2659.76
1:32:24,88,92,,,43,92,76,2659.76,,40,94,73,2659.76
1:32:25,88,89,,,43,92,79,2659.76,,40,94,72,2659.76
1:32:27,88,91,,,43,92,80,2659.76,,40,94,71,2659.76
1:32:28,88,91,,,43,92,77,2659.76,,40,94,71,2659.76
1:32:29,88,90,,,43,92,77,2659.76,,40,94,73,2659.76
1:32:30,89,86,,,43,92,80,2659.76,,40,94,71,2659.76
1:32:31,88,91,,,43,92,75,2659.76,,40,94,75,2659.76
1:32:32,88,89,,,43,92,76,2593.27,,40,94,74,2659.76
1:32:33,87,89,,,43,92,75,2659.76,,40,94,74,2659.76
1:32:34,87,89,,,43,92,79,2659.76,,40,94,69,2659.76
1:32:35,88,90,,,43,92,73,2659.76,,40,94,77,2659.76
1:32:36,88,85,,,43,92,80,2659.76,,40,94,71,2659.76
1:32:37,88,89,,,43,92,75,2659.76,,40,94,74,2659.76
1:32:38,88,90,,,43,92,84,2659.76,,40,94,66,2659.76
1:32:39,88,91,,,43,92,81,2659.76,,40,94,70,2659.76
1:32:40,88,90,,,43,92,74,2659.76,,40,94,76,2659.76
1:32:41,88,90,,,43,92,75,2659.76,,40,94,77,2659.76
1:32:42,88,89,,,43,92,75,2659.76,,40,94,76,2659.76
1:32:43,89,89,,,43,92,76,2659.76,,40,94,73,2659.76
1:32:44,88,91,,,43,92,75,2659.76,,40,94,76,2659.76
1:32:45,87,90,,,43,92,81,2659.76,,40,94,69,2659.76
1:32:46,88,91,,,43,92,77,2659.76,,40,94,73,2659.76
1:32:47,89,90,,,43,92,77,2659.76,,40,94,75,2659.76
1:32:48,89,90,,,43,92,79,2659.76,,40,94,71,2659.76
1:32:49,89,91,,,43,92,73,2659.76,,40,94,77,2659.76
1:32:50,89,90,,,43,92,80,2659.76,,40,94,70,2659.76
1:32:51,89,91,,,43,92,79,2659.76,,40,94,73,2659.76
1:32:52,88,89,,,43,92,77,2659.76,,40,94,72,2659.76
1:32:53,89,91,,,43,92,75,2659.76,,40,94,76,2659.76
1:32:54,89,91,,,43,92,74,2659.76,,40,94,78,2659.76
1:32:55,89,91,,,43,92,81,2659.76,,40,94,72,2659.76
1:32:56,89,90,,,43,92,83,2659.76,,40,94,69,2659.76
1:32:57,89,91,,,43,92,76,2659.76,,40,94,75,2659.76
1:32:58,89,90,,,43,92,78,2659.76,,40,94,70,2659.76
1:32:59,89,91,,,43,92,72,2659.76,,40,94,81,2659.76
1:33:00,89,91,,,43,92,76,2659.76,,40,94,75,2659.76
1:33:01,89,91,,,43,92,77,2659.76,,40,94,75,2659.76
1:33:02,87,88,,,43,92,76,2659.76,,40,94,74,2659.76
1:33:03,88,90,,,43,92,86,2659.76,,40,94,64,2659.76
1:33:04,88,91,,,43,92,79,2659.76,,40,94,71,2659.76
1:33:05,89,90,,,43,92,77,2659.76,,40,94,75,2659.76
1:33:06,89,90,,,43,92,76,2659.76,,40,94,74,2659.76
1:33:07,88,90,,,43,92,75,2593.27,,40,94,74,2659.76
1:33:08,88,89,,,43,92,77,2593.27,,40,94,73,2593.27
1:33:09,89,90,,,43,92,83,2593.27,,40,94,68,2593.27
1:33:10,88,91,,,43,92,76,2659.76,,40,94,74,2659.76
1:33:11,90,90,,,43,92,73,2593.27,,40,94,77,2659.76
1:33:12,89,90,,,43,92,75,2659.76,,40,94,75,2659.76
1:33:13,87,91,,,43,92,78,2659.76,,40,94,72,2593.27
1:33:14,88,91,,,43,92,82,2659.76,,40,94,70,2659.76
1:33:15,89,90,,,43,92,78,2593.27,,40,94,74,2659.76
1:33:16,88,91,,,43,92,74,2659.76,,40,94,74,2659.76
1:33:17,88,89,,,43,92,76,2659.76,,40,94,75,2659.76
1:33:18,89,90,,,43,92,73,2659.76,,40,94,77,2659.76
1:33:19,90,90,,,43,92,80,2593.27,,40,94,70,2659.76
1:33:20,89,91,,,43,92,81,2659.76,,40,94,71,2659.76
1:33:21,89,90,,,43,92,75,2659.76,,40,94,74,2659.76
1:33:22,88,91,,,43,92,74,2659.76,,40,94,75,2659.76
1:33:23,89,90,,,43,92,72,2593.27,,40,94,79,2659.76
1:33:24,89,90,,,43,92,78,2659.76,,40,94,73,2659.76
1:33:25,88,91,,,43,92,79,2659.76,,40,94,71,2659.76
1:33:26,89,90,,,43,92,75,2659.76,,40,94,74,2593.27
1:33:27,90,84,,,43,92,71,2659.76,,40,94,78,2659.76
1:33:28,88,89,,,43,92,75,2659.76,,40,94,74,2659.76
1:33:29,89,90,,,43,92,74,2659.76,,40,94,76,2659.76
1:33:30,86,90,,,43,92,69,2659.76,,40,94,80,2659.76
1:33:31,88,91,,,43,92,77,2659.76,,40,94,75,2659.76
1:33:32,88,90,,,43,92,73,2659.76,,40,94,76,2659.76
1:33:33,89,90,,,43,92,77,2659.76,,40,94,74,2659.76
1:33:34,87,91,,,43,92,70,2659.76,,40,94,79,2659.76
1:33:35,88,91,,,43,92,79,2659.76,,40,94,71,2659.76
1:33:36,88,90,,,43,92,78,2659.76,,40,94,71,2659.76
1:33:37,89,90,,,43,92,72,2593.27,,40,94,78,2659.76
