Seconds	System	CPU	AUX	HD0	Core 0	Core 1	3Vsb	Vbat	Vcore	+12V	AVcc	3Vcc
55951	36.0	36.0	43.0	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55954	45.0	45.0	47.0	37.0	45.0	35.0	3.33	3.26	1.09	7.18	3.34	3.34
55957	37.0	37.0	44.5	37.0	37.0	32.0	3.33	3.26	1.09	7.18	3.34	3.34
55960	36.0	36.0	43.0	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55963	36.0	36.0	43.5	37.0	36.0	32.0	3.33	3.26	1.09	7.18	3.34	3.34
55966	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55969	36.0	36.0	43.0	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55972	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55975	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55978	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55981	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55984	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55987	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55990	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
55993	36.0	36.0	43.5	37.0	36.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
