CPUID:,0x200F31
Processor:,Mobile AMD Turion X2 RM-74 (Griffin)
Platform:,Socket S1g2 (638 pin)
Revision:,LG-B1
Lithography:,65nm

Session start:,13:32:12 - July 01 - 2011

Time,CPU 0 Temp. (°),,CPU 0,Low temp. (°),High temp. (°),Core load (%),CPU speed (MHz),
13:42:01,51,,,51,68,3,550.01,
13:42:02,51,,,51,68,2,550.01,
13:42:03,51,,,51,68,3,550.01,
13:42:04,51,,,51,68,2,550.01,
13:42:05,51,,,51,68,3,550.01,
13:42:06,51,,,51,68,2,550.01,
13:42:07,51,,,51,68,3,550.01,
13:42:08,51,,,51,68,5,550.01,
13:42:09,51,,,51,68,2,550.01,
13:42:10,51,,,51,68,2,550.01,
13:42:11,51,,,51,68,2,550.01,
13:42:12,50,,,50,68,0,550.01,
13:42:13,51,,,50,68,3,550.01,
13:42:14,51,,,50,68,2,550.01,
13:42:15,51,,,50,68,3,550.01,
13:42:16,51,,,50,68,0,550.01,
13:42:17,51,,,50,68,28,550.01,
13:42:18,52,,,50,68,63,550.01,
13:42:19,53,,,50,68,29,550.01,
13:42:20,52,,,50,68,2,550.01,
13:42:21,52,,,50,68,3,550.01,
13:42:22,52,,,50,68,2,550.01,
13:42:23,52,,,50,68,3,550.01,
13:42:24,52,,,50,68,2,550.01,
13:42:25,52,,,50,68,3,550.01,
13:42:26,52,,,50,68,0,550.01,
13:42:27,52,,,50,68,3,550.01,
13:42:28,51,,,50,68,5,550.01,
13:42:29,51,,,50,68,2,550.01,
13:42:30,51,,,50,68,0,550.01,
13:42:31,51,,,50,68,3,550.01,
13:42:32,51,,,50,68,2,550.01,
13:42:33,51,,,50,68,3,550.01,
13:42:34,51,,,50,68,2,550.01,
13:42:35,51,,,50,68,3,550.01,
13:42:36,51,,,50,68,0,550.01,
13:42:37,51,,,50,68,3,550.01,
13:42:38,51,,,50,68,3,550.01,
13:42:39,51,,,50,68,3,550.01,
13:42:40,51,,,50,68,2,550.01,
13:42:41,51,,,50,68,3,550.01,
